Year,Rnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2008,1,21,Tigers,Y,1480000.0,Ryan Perry,RHP,0.2,156.0,6.0,6.0,4.36,1.45,2.0,4Yr,"University of Arizona (Tucson, AZ)",0
2008,1,25,Rockies,Y,1350000.0,Christian Friedrich,LHP,-0.7,124.0,10.0,28.0,5.37,1.52,0.0,4Yr,"Eastern Kentucky University (Richmond, KY)",0
2008,1,26,Diamondbacks,Y,1330000.0,Daniel Schlereth,LHP,0.0,94.0,5.0,6.0,4.35,1.57,1.0,4Yr,"University of Arizona (Tucson, AZ)",0
2008,1,27,Twins ,Y,1290000.0,Carlos Gutierrez,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Miami (Coral Gables, FL)",0
2008,1,28,Yankees,N,0.0,Gerrit Cole,RHP,33.3,250.0,124.0,65.0,3.19,1.11,0.0,HS,"Orange Lutheran HS (Orange, CA)",0
2008,1,31,Twins,Y,1080000.0,Shooter Hunt,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Tulane University (New Orleans, LA)",0
2008,1,32,Brewers,Y,1060000.0,Jake Odorizzi,RHP,13.4,227.0,71.0,65.0,3.95,1.24,1.0,HS,"Highland HS (Highland, IL)",1
2008,1,33,Mets,Y,1040000.0,Bradley Holt,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of North Carolina at Wilmington (Wilmington, NC)",0
2008,1,35,Brewers,Y,1010000.0,Evan Frederickson,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of San Francisco (San Francisco, CA)",1
2008,1,36,Royals,Y,988000.0,Mike Montgomery,LHP,5.9,183.0,23.0,34.0,3.84,1.35,3.0,HS,"William S. Hart HS (Santa Clarita, CA)",0
2008,1,38,Astros,Y,930000.0,Jordan Lyles,RHP,-2.4,305.0,58.0,86.0,5.17,1.43,2.0,HS,"Hartsville HS (Hartsville, SC)",0
2008,1,39,Cardinals,Y,938000.0,Lance Lynn,RHP,29.5,293.0,116.0,78.0,3.51,1.27,1.0,4Yr,"University of Mississippi (Oxford, MS)",0
2008,1,40,Braves,Y,1000000.0,Brett DeVall,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Niceville HS (Niceville, FL)",0
2008,1,43,Diamondbacks,Y,877000.0,Wade Miley,LHP,17.0,287.0,98.0,92.0,4.13,1.38,0.0,4Yr,"Southeastern Louisiana University (Hammond, LA)",0
2008,1,44,Yankees,Y,700000.0,Jeremy Bleich,LHP,-0.1,2.0,0.0,0.0,54.0,6.0,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2008,1,45,Red Sox,Y,849000.0,Bryan Price,RHP,-0.2,3.0,0.0,0.0,20.25,3.38,0.0,4Yr,"Rice University (Houston, TX)",1
2009,1,1,Nationals,Y,7500000.0,Stephen Strasburg,RHP,32.3,247.0,113.0,62.0,3.24,1.1,0.0,4Yr,"San Diego State University (San Diego, CA)",0
2009,1,5,Orioles,Y,2422000.0,Matt Hobgood,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Norco HS (Norco, CA)",0
2009,1,6,Giants,Y,3300000.0,Zack Wheeler,RHP,22.8,184.0,69.0,54.0,3.44,1.21,0.0,HS,"East Paulding HS (Dallas, GA)",0
2009,1,7,Braves,Y,2420000.0,Mike Minor,LHP,19.2,282.0,80.0,83.0,4.18,1.23,6.0,4Yr,"Vanderbilt University (Nashville, TN)",0
2009,1,8,Reds,Y,2270000.0,Mike Leake,RHP,16.2,301.0,105.0,98.0,4.05,1.28,0.0,4Yr,"Arizona State University (Tempe, AZ)",0
2009,1,9,Tigers,Y,4700000.0,Jacob Turner,RHP,-2.6,102.0,14.0,31.0,5.37,1.54,0.0,HS,"Westminster Christian Academy (Town and Country, MO)",0
2009,1,10,Nationals,Y,1600000.0,Drew Storen,RHP,4.8,470.0,29.0,18.0,3.45,1.19,99.0,4Yr,"Stanford University (Palo Alto, CA)",0
2009,1,11,Rockies,Y,3900000.0,Tyler Matzek,LHP,5.5,129.0,12.0,20.0,3.55,1.36,0.0,HS,"Capistrano Valley HS (Mission Viejo, CA)",1
2009,1,12,Royals,Y,1500000.0,Aaron Crow,RHP,2.7,254.0,20.0,11.0,3.43,1.32,6.0,None,,0
2009,1,14,Rangers,N,0.0,Matt Purke,LHP,-0.1,12.0,0.0,1.0,5.5,1.78,0.0,HS,"Klein HS (Klein, TX)",0
2009,1,15,Indians,Y,2250000.0,Alex White,RHP,-0.4,33.0,5.0,13.0,6.03,1.69,0.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2009,1,18,Marlins,Y,1700000.0,Chad James,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Yukon HS (Yukon, OK)",0
2009,1,19,Cardinals,Y,2875000.0,Shelby Miller,RHP,7.6,163.0,38.0,57.0,4.19,1.37,0.0,HS,"Brownwood HS (Brownwood, TX)",1
2009,1,20,Blue Jays,Y,1359000.0,Chad Jenkins,RHP,1.4,46.0,3.0,4.0,3.31,1.25,0.0,4Yr,"Kennesaw State University (Kennesaw, GA)",0
2009,1,22,Twins,Y,1850000.0,Kyle Gibson,RHP,14.0,252.0,83.0,86.0,4.48,1.39,0.0,4Yr,"University of Missouri (Columbia, MO)",1
2009,1,26,Brewers,Y,1197000.0,Eric Arnett,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Indiana University Bloomington (Bloomington, IN)",0
2009,1,34,Rockies,Y,969000.0,Rex Brothers,LHP,4.4,374.0,23.0,16.0,4.08,1.49,21.0,4Yr,"Lipscomb University (Nashville, TN)",1
2009,1,36,Dodgers,Y,889200.0,Aaron Miller,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Baylor University (Waco, TX)",1
2009,1,37,Blue Jays,N,0.0,James Paxton,LHP,12.5,137.0,57.0,33.0,3.59,1.21,0.0,4Yr,"University of Kentucky (Lexington, KY)",0
2009,1,40,Angels,Y,1000000.0,Tyler Skaggs,LHP,3.6,96.0,28.0,38.0,4.41,1.33,0.0,HS,"Santa Monica HS (Santa Monica, CA)",1
2009,1,42,Angels,Y,802800.0,Garrett Richards,RHP,9.0,248.0,55.0,50.0,3.78,1.3,5.0,4Yr,"University of Oklahoma (Norman, OK)",1
2009,1,43,Reds,Y,857000.0,Brad Boxberger,RHP,4.6,447.0,30.0,35.0,3.43,1.26,82.0,4Yr,"University of Southern California (Los Angeles, CA)",0
2009,1,44,Rangers,Y,1250000.0,Tanner Scheppers,RHP,0.9,180.0,12.0,7.0,4.23,1.4,3.0,None,,0
2009,1,45,Diamondbacks,Y,725000.0,Mike Belfiore,LHP,-0.1,1.0,0.0,0.0,13.5,3.0,0.0,4Yr,"Boston College (Chestnut Hill, MA)",0
2009,1,46,Twins,Y,751500.0,Matt Bashore,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Indiana University Bloomington (Bloomington, IN)",1
2009,1,47,Brewers,Y,776000.0,Kyle Heckathorn,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Kennesaw State University (Kennesaw, GA)",0
2009,1,48,Angels,Y,728100.0,Tyler Kehrer,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Eastern Illinois University (Charleston, IL)",1
2009,1,49,Pirates,Y,717000.0,Vic Black,RHP,0.5,59.0,5.0,3.0,2.96,1.32,1.0,4Yr,"Dallas Baptist University (Dallas, TX)",0
2010,1,2,Pirates,Y,6500000.0,Jameson Taillon,RHP,11.3,127.0,46.0,32.0,3.79,1.23,0.0,HS,"The Woodlands HS (The Woodlands, TX)",0
2010,1,5,Indians,Y,2650000.0,Drew Pomeranz,LHP,12.4,289.0,48.0,58.0,3.91,1.35,9.0,4Yr,"University of Mississippi (Oxford, MS)",0
2010,1,6,Diamondbacks,N,0.0,Barret Loux,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Texas A&M University (College Station, TX)",0
2010,1,7,Mets,Y,2525000.0,Matt Harvey,RHP,9.4,180.0,50.0,66.0,4.42,1.29,0.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2010,1,9,Padres,N,0.0,Karsten Whitson,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Chipley HS (Chipley, FL)",0
2010,1,11,Blue Jays,Y,2000000.0,Deck McGuire,RHP,-0.2,27.0,1.0,3.0,5.23,1.47,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",0
2010,1,13,White Sox,Y,1656000.0,Chris Sale,LHP,45.5,321.0,114.0,74.0,3.03,1.04,12.0,4Yr,"Florida Gulf Coast University (Fort Myers, FL)",0
2010,1,14,Brewers,N,0.0,Dylan Covey,RHP,-3.0,71.0,6.0,29.0,6.57,1.59,0.0,HS,"Maranatha HS (Pasadena, CA)",0
2010,1,16,Cubs,Y,1060000.0,Hayden Simpson,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Southern Arkansas University (Magnolia, AR)",0
2010,1,18,Angels ,Y,2300000.0,Kaleb Cowart,RHP,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cook HS (Adel, GA)",0
2010,1,19,Astros ,Y,1305000.0,Mike Foltynewicz,RHP,4.3,166.0,46.0,54.0,4.52,1.32,0.0,HS,"Minooka HS (Minooka, IL)",0
2010,1,21,Twins,Y,1332000.0,Alex Wimmers,RHP,0.2,22.0,1.0,3.0,4.38,1.66,0.0,4Yr,"The Ohio State University (Columbus, OH)",1
2010,1,27,Phillies,Y,1160000.0,Jesse Biddle,LHP,-0.6,99.0,6.0,2.0,5.07,1.6,1.0,HS,"Germantown Friends HS (Philadelphia, PA)",1
2010,1,28,Dodgers,Y,5250000.0,Zach Lee,RHP,-0.3,4.0,1.0,1.0,8.53,2.21,0.0,HS,"McKinney HS (McKinney, TX)",0
2010,1,29,Angels ,Y,1116000.0,Cam Bedrosian,RHP,1.7,311.0,17.0,13.0,3.81,1.37,9.0,HS,"East Coweta HS (Sharpsburg, GA)",0
2010,1,32,Yankees,Y,954000.0,Cito Culver,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Irondequoit HS (Rochester, NY)",1
2010,1,34,Blue Jays,Y,775000.0,Aaron Sanchez,RHP,8.2,166.0,38.0,37.0,4.14,1.38,3.0,HS,"Barstow HS (Barstow, CA)",0
2010,1,38,Blue Jays,Y,600000.0,Noah Syndergaard,RHP,15.7,134.0,52.0,38.0,3.37,1.16,0.0,HS,"Legacy HS (Mansfield, TX)",0
2010,1,39,Red Sox,Y,2550000.0,Anthony Ranaudo,RHP,-1.6,20.0,5.0,5.0,7.01,1.59,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2010,1,41,Blue Jays,Y,815400.0,Asher Wojciechowski,RHP,-0.3,58.0,9.0,15.0,5.93,1.46,0.0,4Yr,"The Citadel (Charleston, SC)",0
2010,1,43,Mariners,Y,800000.0,Taijuan Walker,RHP,9.8,152.0,49.0,47.0,3.87,1.22,0.0,HS,"Yucaipa HS (Yucaipa, CA)",0
2010,1,45,Rangers,Y,1545000.0,Luke Jackson,RHP,2.2,253.0,16.0,6.0,4.24,1.47,19.0,HS,"Calvary Christian HS (Fort Lauderdale, FL)",1
2010,1,46,Cardinals,Y,751500.0,Seth Blair,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Arizona State University (Tempe, AZ)",0
2010,1,47,Rockies,Y,982500.0,Pete Tago,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Dana Hills HS (Dana Point, CA)",0
2010,1,48,Tigers,Y,1150000.0,Chance Ruffin,RHP,-0.5,24.0,1.0,2.0,5.6,1.68,0.0,4Yr,"University of Texas at Austin (Austin, TX)",0
2010,1,50,Cardinals,Y,1300000.0,Tyrell Jenkins,RHP,-0.4,14.0,2.0,4.0,5.88,1.69,0.0,HS,"Henderson HS (Henderson, TX)",0
2011,1,1,Pirates,Y,8000000.0,Gerrit Cole,RHP,33.3,250.0,124.0,65.0,3.19,1.11,0.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",0
2011,1,2,Mariners,Y,6350000.0,Danny Hultzen,LHP,0.2,6.0,0.0,0.0,0.0,1.8,0.0,4Yr,"University of Virginia (Charlottesville, VA)",0
2011,1,3,Diamondbacks,Y,3400000.0,Trevor Bauer,RHP,21.0,222.0,83.0,69.0,3.79,1.24,1.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",1
2011,1,4,Orioles,Y,4000000.0,Dylan Bundy,RHP,7.8,175.0,50.0,61.0,4.7,1.3,0.0,HS,"Owasso HS (Owasso, OK)",0
2011,1,7,Diamondbacks,Y,5000000.0,Archie Bradley,RHP,5.8,329.0,30.0,29.0,3.92,1.36,32.0,HS,"Broken Arrow HS (Broken Arrow, OK)",1
2011,1,12,Brewers,Y,2525000.0,Taylor Jungmann,RHP,1.2,30.0,9.0,13.0,4.54,1.38,0.0,4Yr,"University of Texas at Austin (Austin, TX)",1
2011,1,14,Marlins,Y,2000000.0,Jose Fernandez,RHP,14.2,76.0,38.0,17.0,2.58,1.05,0.0,HS,"Braulio Alonso HS (Tampa, FL)",0
2011,1,15,Brewers,Y,2000000.0,Jed Bradley,LHP,0.0,6.0,1.0,1.0,5.14,1.86,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
2011,1,16,Dodgers,Y,1589000.0,Chris Reed,LHP,0.0,2.0,0.0,0.0,4.5,1.75,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2011,1,18,Athletics,Y,1540000.0,Sonny Gray,RHP,24.0,234.0,86.0,73.0,3.56,1.21,0.0,4Yr,"Vanderbilt University (Nashville, TN)",0
2011,1,19,Red Sox ,Y,1500000.0,Matt Barnes,RHP,3.2,405.0,32.0,29.0,4.2,1.35,41.0,4Yr,"University of Connecticut (Storrs, CT)",0
2011,1,20,Rockies,Y,1400000.0,Tyler Anderson,LHP,9.3,132.0,38.0,39.0,4.44,1.28,0.0,4Yr,"University of Oregon (Eugene, OR)",0
2011,1,21,Blue Jays,N,0.0,Tyler Beede,RHP,0.2,46.0,5.0,12.0,5.07,1.53,0.0,HS,"Lawrence Academy (Groton, MA)",0
2011,1,23,Nationals ,Y,2000000.0,Alex Meyer,RHP,0.7,22.0,5.0,8.0,4.63,1.46,0.0,4Yr,"University of Kentucky (Lexington, KY)",0
2011,1,24,Rays ,Y,1600000.0,Taylor Guerrieri,RHP,0.2,29.0,0.0,0.0,5.5,1.69,0.0,HS,"Spring Valley HS (Columbia, SC)",1
2011,1,25,Padres,Y,2750000.0,Joe Ross,RHP,4.9,98.0,26.0,28.0,4.26,1.33,0.0,HS,"Bishop O'Dowd HS (Oakland, CA)",0
2011,1,27,Reds,Y,2000000.0,Robert Stephenson,RHP,-0.4,179.0,12.0,15.0,4.94,1.45,2.0,HS,"Alhambra HS (Martinez, CA)",0
2011,1,28,Braves,Y,1134000.0,Sean Gilmartin,LHP,1.1,81.0,4.0,5.0,4.34,1.42,0.0,4Yr,"Florida State University (Tallahassee, FL)",0
2011,1,33,Rangers ,Y,936000.0,Kevin Matthews,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Richmond Hill HS (Richmond Hill, GA)",1
2011,1,36,Red Sox,Y,1550000.0,Henry Owens,LHP,0.1,16.0,4.0,6.0,5.19,1.52,0.0,HS,"Edison HS (Huntington Beach, CA)",0
2011,1,42,Rays,Y,650000.0,Jeff Ames,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JC,"Lower Columbia College (Longview, WA)",1
2011,1,43,Diamondbacks,Y,875000.0,Andrew Chafin,LHP,7.2,441.0,12.0,18.0,3.25,1.22,9.0,4Yr,"Kent State University (Kent, OH)",1
2011,1,44,Mets,Y,937500.0,Michael Fulmer,RHP,12.7,168.0,31.0,41.0,3.85,1.23,15.0,HS,"Deer Creek HS (Edmond, OK)",0
2011,1,46,Blue Jays,Y,500000.0,Joe Musgrove,RHP,10.0,154.0,48.0,49.0,3.81,1.16,2.0,HS,"Grossmont HS (La Mesa, CA)",0
2011,1,48,Padres,Y,718000.0,Michael Kelly,RHP,0.1,2.0,0.0,0.0,0.0,0.5,0.0,HS,"West Boca Raton Community HS (Boca Raton, FL)",0
2011,1,49,Giants,Y,900000.0,Kyle Crick,RHP,1.6,194.0,9.0,11.0,3.56,1.32,2.0,HS,"Sherman HS (Sherman, TX)",0
2011,1,52,Rays,Y,684000.0,Blake Snell,LHP,12.7,143.0,49.0,41.0,3.51,1.26,0.0,HS,"Shorewood HS (Shoreline, WA)",1
2011,1,55,Twins,Y,1000000.0,Hudson Boyd,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Bishop Verot HS (Fort Myers, FL)",0
2011,1,57,Blue Jays,Y,1650000.0,Kevin Comer,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Seneca HS (Tabernacle, NJ)",0
2011,1,59,Rays,Y,370000.0,Grayson Garvin,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Vanderbilt University (Nashville, TN)",1
2012,1,4,Orioles,Y,4320000.0,Kevin Gausman,RHP,18.1,252.0,70.0,78.0,3.94,1.28,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",1
2012,1,5,Royals,Y,3000000.0,Kyle Zimmer,RHP,0.0,83.0,5.0,2.0,5.19,1.54,2.0,4Yr,"University of San Francisco (San Francisco, CA)",0
2012,1,7,Padres,Y,3000000.0,Max Fried,LHP,15.9,111.0,48.0,20.0,3.22,1.19,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)",0
2012,1,8,Pirates,N,0.0,Mark Appel,RHP,0.1,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2012,1,9,Marlins,Y,2600000.0,Andrew Heaney,LHP,6.4,124.0,33.0,38.0,4.63,1.25,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",0
2012,1,14,Reds,Y,2000000.0,Nick Travieso,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Archbishop McCarthy HS (Southwest Ranches, FL)",1
2012,1,16,Nationals,Y,2925000.0,Lucas Giolito,RHP,10.4,131.0,47.0,42.0,4.26,1.22,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)",1
2012,1,19,Cardinals ,Y,1900000.0,Michael Wacha,RHP,9.4,215.0,69.0,49.0,4.05,1.32,0.0,4Yr,"Texas A&M University (College Station, TX)",1
2012,1,20,Giants,Y,1850000.0,Chris Stratton,RHP,1.0,211.0,29.0,23.0,4.6,1.45,11.0,4Yr,"Mississippi State University (Mississippi State, MS)",1
2012,1,21,Braves,Y,1650000.0,Lucas Sims,RHP,0.9,120.0,14.0,10.0,4.97,1.29,8.0,HS,"Brookwood HS (Snellville, GA)",1
2012,1,22,Blue Jays,Y,1800000.0,Marcus Stroman,RHP,17.5,188.0,63.0,65.0,3.71,1.26,1.0,4Yr,"Duke University (Durham, NC)",0
2012,1,30,Yankees,Y,1200000.0,Ty Hensley,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Edmond Santa Fe HS (Edmond, OK)",1
2012,1,31,Red Sox,Y,1575000.0,Brian Johnson,LHP,0.9,65.0,7.0,9.0,4.74,1.55,0.0,4Yr,"University of Florida (Gainesville, FL)",0
2012,1,32,Twins,Y,1550000.0,Jose Berrios,RHP,10.8,164.0,66.0,51.0,4.19,1.24,0.0,HS,"Papa Juan HS (Bayamon, Puerto Rico)",0
2012,1,33,Padres,Y,1200000.0,Zach Eflin,RHP,6.5,120.0,36.0,45.0,4.53,1.3,0.0,HS,"Paul J. Hagerty HS (Oviedo, FL)",0
2012,1,37,Red Sox,Y,1000000.0,Pat Light,RHP,-0.7,17.0,0.0,1.0,11.34,2.28,0.0,4Yr,"Monmouth University (West Long Branch, NJ)",0
2012,1,40,Phillies,Y,1291300.0,Shane Watson,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Lakewood HS (Lakewood, CA)",0
2012,1,41,Astros,Y,2500000.0,Lance McCullers Jr.,RHP,9.7,122.0,45.0,30.0,3.57,1.25,0.0,HS,"Jesuit HS (Tampa, FL)",0
2012,1,42,Twins,Y,1227000.0,Luke Bard,RHP,0.6,50.0,3.0,3.0,4.63,1.1,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",0
2012,1,43,Cubs,Y,1196000.0,Pierce Johnson,RHP,0.9,131.0,9.0,8.0,3.97,1.32,0.0,4Yr,"Missouri State University (Springfield, MO)",0
2012,1,46,Rockies,Y,1000000.0,Eddie Butler,RHP,-2.3,79.0,12.0,22.0,5.8,1.66,2.0,4Yr,"Radford University (Radford, VA)",0
2012,1,50,Blue Jays,Y,2000000.0,Matt Smoral,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Solon HS (Solon, OH)",0
2012,1,53,Rangers,Y,975000.0,Collin Wiles,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Blue Valley West HS (Stilwell, KS)",1
2012,1,54,Phillies,Y,940200.0,Mitch Gueller,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"W. F. West HS (Chehalis, WA)",0
2012,1,55,Padres,Y,2000000.0,Walker Weickel,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Olympia HS (Orlando, FL)",0
2012,1,56,Cubs,Y,911700.0,Paul Blackburn,RHP,2.4,46.0,12.0,14.0,4.64,1.36,0.0,HS,"Heritage HS (Brentwood, CA)",0
2012,1,60,Blue Jays,Y,750000.0,Tyler Gonzales,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"James Madison HS (San Antonio, TX)",0
2013,1,1,Astros,Y,6350000.0,Mark Appel,RHP,0.1,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2013,1,3,Rockies,Y,4800000.0,Jon Gray,RHP,11.3,166.0,57.0,53.0,4.54,1.32,0.0,4Yr,"University of Oklahoma (Norman, OK)",0
2013,1,4,Twins,Y,4544400.0,Kohl Stewart,RHP,0.2,21.0,5.0,4.0,4.88,1.48,0.0,HS,"St. Pius X HS (Houston, TX)",0
2013,1,7,Red Sox,Y,2750000.0,Trey Ball,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"New Castle Chrysler HS (New Castle, IN)",1
2013,1,10,Blue Jays,N,0.0,Phil Bickford,RHP,0.9,85.0,4.0,3.0,3.84,1.1,1.0,HS,"Oaks Christian HS (Westlake, CA)",0
2013,1,15,Diamondbacks,Y,2250000.0,Braden Shipley,RHP,-0.1,26.0,4.0,6.0,5.49,1.6,0.0,4Yr,"University of Nevada, Reno (Reno, NV)",0
2013,1,18,Dodgers,Y,2109900.0,Chris Anderson,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Jacksonville University (Jacksonville, FL)",1
2013,1,19,Cardinals,Y,1850000.0,Marco Gonzales,LHP,9.7,137.0,55.0,42.0,3.97,1.27,0.0,4Yr,"Gonzaga University (Spokane, WA)",1
2013,1,20,Tigers,Y,2001700.0,Jonathon Crawford,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Florida (Gainesville, FL)",1
2013,1,22,Orioles,Y,1947600.0,Hunter Harvey,RHP,0.6,30.0,1.0,2.0,3.08,1.14,0.0,HS,"Bandys HS (Catawba, NC)",0
2013,1,23,Rangers,Y,2215000.0,Chi Chi Gonzalez,RHP,-0.2,66.0,9.0,24.0,5.66,1.48,0.0,4Yr,"Oral Roberts University (Tulsa, OK)",0
2013,1,28,Cardinals ,Y,1785300.0,Rob Kaminsky,LHP,-0.1,5.0,0.0,0.0,1.93,1.07,0.0,HS,"St. Joseph Regional HS (Montvale, NJ)",1
2013,1,29,Rays ,Y,1755800.0,Ryne Stanek,RHP,3.1,254.0,6.0,12.0,3.52,1.27,4.0,4Yr,"University of Arkansas (Fayetteville, AR)",1
2013,1,31,Braves ,Y,1704200.0,Jason Hursh,RHP,-0.2,11.0,1.0,0.0,8.25,2.0,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",1
2013,1,33,Yankees ,Y,1650100.0,Ian Clarkin,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Madison HS (San Diego, CA)",0
2013,1,34,Royals,Y,3550000.0,Sean Manaea,LHP,12.8,144.0,53.0,45.0,3.9,1.21,0.0,4Yr,"Indiana State University (Terre Haute, IN)",0
2013,1,35,Marlins,N,0.0,Matt Krook,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"St. Ignatius College Preparatory (San Francisco, CA)",0
2013,1,36,Diamondbacks,Y,1435000.0,Aaron Blair,RHP,-2.0,16.0,2.0,8.0,7.89,1.73,0.0,4Yr,"Marshall University (Huntington, WV)",0
2013,1,38,Reds,Y,1500000.0,Michael Lorenzen,RHP,6.6,308.0,29.0,29.0,4.18,1.37,14.0,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2013,1,39,Tigers,Y,1433400.0,Corey Knebel,RHP,5.4,300.0,12.0,16.0,3.23,1.23,71.0,4Yr,"University of Texas at Austin (Austin, TX)",1
2014,1,1,Astros,N,0.0,Brady Aiken,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cathedral Catholic HS (San Diego, CA)",0
2014,1,2,Marlins,Y,6000000.0,Tyler Kolek,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Shepherd HS (Shepherd, TX)",0
2014,1,3,White Sox,Y,6582000.0,Carlos Rodon,LHP,14.0,137.0,49.0,43.0,3.68,1.27,0.0,4Yr,"North Carolina State University (Raleigh, NC)",0
2014,1,7,Phillies,Y,3300900.0,Aaron Nola,RHP,26.9,187.0,72.0,54.0,3.63,1.14,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2014,1,8,Rockies,Y,2300000.0,Kyle Freeland,LHP,15.2,140.0,44.0,46.0,4.23,1.4,0.0,4Yr,"University of Evansville (Evansville, IN)",0
2014,1,9,Blue Jays,Y,3080800.0,Jeff Hoffman,RHP,-0.3,127.0,14.0,21.0,5.68,1.58,1.0,4Yr,"East Carolina University (Greenville, NC)",0
2014,1,12,Brewers,Y,2500000.0,Kodi Medeiros,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Waiakea HS (Waiakea, HI)",0
2014,1,14,Giants,Y,2613200.0,Tyler Beede,RHP,0.2,45.0,5.0,12.0,5.04,1.52,0.0,4Yr,"Vanderbilt University (Nashville, TN)",1
2014,1,15,Angels,Y,2518400.0,Sean Newcomb,LHP,3.0,148.0,24.0,23.0,4.39,1.47,2.0,4Yr,"University of Hartford (West Hartford, CT)",1
2014,1,16,Diamondbacks,Y,2700000.0,Touki Toussaint,RHP,-0.8,49.0,9.0,6.0,5.46,1.5,0.0,HS,"Coral Springs Christian Academy (Coral Springs, FL)",0
2014,1,17,Royals,Y,2200600.0,Brandon Finnegan,LHP,2.2,67.0,16.0,18.0,4.11,1.39,0.0,4Yr,"Texas Christian University (Fort Worth, TX)",1
2014,1,18,Nationals,Y,2511100.0,Erick Fedde,RHP,1.4,91.0,20.0,25.0,5.06,1.47,0.0,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",1
2014,1,19,Reds,Y,1990500.0,Nick Howard,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Virginia (Charlottesville, VA)",0
